pickup_longitude,pickup_latitude,pickup_date,pickup_time,pickup_hour,farePerDistance,trip_distance,fare_amount,dropoff_longitude,dropoff_latitude,dropoff_date,dropoff_time,dropoff_hour,payment_type,WWH,pickup_block_int,dropoff_block_int
-73.98768616,40.72425079,1/8/15,22:44:09,22,4.838709677,1.55,7.5,-73.97376251,40.74337769,1/8/15,22:50:56,22,1,1,188,75
-73.96448517,40.76628876,1/1/15,1:16:40,1,4.6875,1.6,7.5,-73.97971344,40.74647141,1/1/15,1:23:58,1,0,1,179,75
-73.98388672,40.78082275,1/9/15,7:10:34,7,5.333333333,1.5,8,-73.98950958,40.76613998,1/9/15,7:20:03,7,1,1,180,14
-73.98754883,40.76152039,1/9/15,9:22:02,9,4.867256637,1.13,5.5,-73.98734283,40.75487137,1/9/15,9:27:13,9,0,1,14,20
-73.9937439,40.74596786,1/9/15,11:19:51,11,10.83333333,0.6,6.5,-73.98557281,40.74010468,1/9/15,11:28:20,11,0,1,20,79
-74.00518036,40.72303772,1/1/15,12:28:19,12,4.375,1.6,7,-74.01560974,40.7081604,1/1/15,12:34:29,12,1,1,106,37
-73.97349548,40.79257965,1/1/15,14:29:36,14,7.777777778,0.45,3.5,-73.97779846,40.78700256,1/1/15,14:31:03,14,0,1,187,187
-74.00751495,40.72745514,1/9/15,16:39:06,16,5,1.9,9.5,-73.99861145,40.72243881,1/9/15,16:50:54,16,0,1,106,106
-73.9543457,40.7812233,1/9/15,18:17:29,18,5.428571429,3.5,19,-73.98896027,40.74448013,1/9/15,18:47:14,18,0,1,179,90
-73.99168396,40.73389435,1/1/15,21:34:14,21,5.388888889,1.8,9.7,-73.99723816,40.7502861,1/1/15,21:45:57,21,0,1,91,90
-73.78240204,40.64462662,1/2/15,0:06:47,0,2.610441767,19.92,52,-73.95674133,40.78421021,1/2/15,0:35:15,0,0,1,158,179
-73.80358887,40.64880371,1/9/15,22:06:43,22,2.561576355,20.3,52,-74.00746155,40.70521545,1/9/15,22:36:01,22,0,1,158,37
-73.97515106,40.79058838,1/9/15,23:25:48,23,4.5,2,9,-73.94926453,40.77904129,1/9/15,23:35:38,23,0,1,187,67
-73.9865799,40.73419189,1/2/15,13:17:47,13,7.786885246,1.22,9.5,-73.99726105,40.72182846,1/2/15,13:30:44,13,0,1,79,106
-73.98509979,40.75363922,1/2/15,15:03:27,15,4.565217391,2.3,10.5,-73.98863983,40.77840424,1/2/15,15:15:39,15,1,1,20,180
-73.96961212,40.76145172,1/10/15,7:39:29,7,4.047619048,2.1,8.5,-73.99461365,40.75026703,1/10/15,7:46:51,7,0,2,21,20
-73.97756195,40.74239731,1/10/15,10:17:23,10,4.390243902,4.1,18,-73.98226166,40.7746582,1/10/15,10:39:22,10,0,2,75,180
-73.94593048,40.77762222,1/10/15,11:51:37,11,3.703703704,2.7,10,-73.93718719,40.80472183,1/10/15,11:59:43,11,0,2,67,128
-73.98567963,40.74683762,1/2/15,22:30:52,22,6.71641791,0.67,4.5,-73.97903442,40.74117279,1/2/15,22:33:47,22,0,1,20,75
-73.97751617,40.75806046,1/10/15,14:55:33,14,4.263565891,2.58,11,-73.98866272,40.72823715,1/10/15,15:09:21,15,1,2,20,188
-73.96233368,40.77326584,1/10/15,16:13:40,16,4.411764706,3.4,15,-73.99290466,40.73167419,1/10/15,16:31:35,16,0,2,179,91
-73.96611023,40.75541306,1/3/15,8:43:27,8,5.555555556,0.9,5,-73.95761108,40.76346207,1/3/15,8:47:23,8,1,2,21,129
-73.99565125,40.75935364,1/3/15,11:16:35,11,6.5,1,6.5,-73.99269104,40.74835968,1/3/15,11:23:32,11,1,2,14,20
-73.95406342,40.76407623,1/10/15,20:22:33,20,5.555555556,0.9,5,-73.9673233,40.76660919,1/10/15,20:27:21,20,0,2,129,179
-73.98214722,40.77827072,1/10/15,21:41:22,21,9.615384615,0.52,5,-73.98229218,40.77075958,1/10/15,21:45:55,21,1,2,180,180
-73.96747589,40.76313019,1/3/15,16:43:03,16,5.185185185,1.35,7,-73.97714233,40.74716187,1/3/15,16:50:13,16,1,2,179,75
-73.9560318,40.7794838,1/3/15,18:25:55,18,4.265402844,2.11,9,-73.97624207,40.75463867,1/3/15,18:35:56,18,0,2,179,21
-73.99456024,40.75053787,1/3/15,19:47:51,19,5.485893417,3.19,17.5,-73.98400116,40.72146988,1/3/15,20:14:41,20,1,2,20,107
-73.99336243,40.74066162,1/11/15,2:54:40,2,4.143646409,1.81,7.5,-73.98886871,40.7553215,1/11/15,3:01:10,3,1,2,90,20
-73.78182983,40.64471054,1/11/15,8:01:27,8,3.023255814,17.2,52,-73.97351074,40.75115585,1/11/15,8:28:34,8,1,2,158,21
-73.97431946,40.74697876,1/4/15,1:10:05,1,4.362416107,1.49,6.5,-73.98753357,40.72887039,1/4/15,1:14:59,1,0,2,75,188
-73.94143677,40.78773499,1/4/15,4:32:49,4,5,0.9,4.5,-73.93093109,40.7965889,1/4/15,4:34:58,4,1,2,181,128
-73.97742462,40.75801849,1/11/15,13:59:17,13,6.666666667,0.9,6,-73.97377014,40.75129318,1/11/15,14:05:18,14,1,2,20,21
-73.78368378,40.64648438,1/11/15,15:41:17,15,2.795698925,18.6,52,-73.9857254,40.77846146,1/11/15,16:33:49,16,0,2,158,180
-73.9954834,40.7248764,1/4/15,15:03:38,15,5.963302752,1.09,6.5,-74.00640869,40.72171783,1/4/15,15:10:07,15,1,2,106,106
-73.99229431,40.73730087,1/11/15,19:12:57,19,5.666666667,1.5,8.5,-73.98300934,40.72289658,1/11/15,19:23:52,19,0,2,90,188
-73.98765564,40.75636673,1/11/15,21:07:02,21,3.333333333,4.5,15,-74.01738739,40.71070862,1/11/15,21:21:00,21,0,2,20,37
-73.94834137,40.78276062,1/11/15,23:35:02,23,3.434065934,3.64,12.5,-73.98497772,40.74451065,1/11/15,23:44:36,23,1,2,67,20
-73.98538208,40.76872253,1/5/15,0:57:06,0,4.615384615,1.3,6,-73.99790955,40.75117874,1/5/15,1:00:48,1,0,1,180,90
-73.95610046,40.78559113,1/5/15,7:30:33,7,3.96039604,2.02,8,-73.97196198,40.76116943,1/5/15,7:38:18,7,1,1,179,20
-73.98055267,40.77077103,1/12/15,10:15:29,10,6.875,0.8,5.5,-73.98004913,40.78099823,1/12/15,10:20:16,10,1,1,180,187
-73.98112488,40.75193024,1/12/15,12:12:12,12,8.5,1,8.5,-73.99138641,40.74952316,1/12/15,12:23:43,12,1,1,75,20
-73.97616577,40.75502777,1/5/15,13:53:33,13,3.947368421,9.5,37.5,-73.97950745,40.76118469,1/5/15,14:45:00,14,1,1,20,20
-74.00165558,40.72447968,1/5/15,15:45:24,15,4.666666667,1.5,7,-73.94672394,40.77635956,1/5/15,15:52:29,15,1,1,106,67
-73.99416351,40.7395134,1/12/15,18:00:09,18,4.191033138,5.13,21.5,-73.94921875,40.72460938,1/12/15,18:27:24,18,0,1,90,41
-73.91779327,40.74319839,1/12/15,19:20:38,19,4.356060606,2.64,11.5,-73.9548111,40.73403931,1/12/15,19:32:20,19,1,1,88,41
-73.96340942,40.76860809,1/5/15,20:56:46,20,5.042016807,1.19,6,-73.94976044,40.77243042,1/5/15,21:02:03,21,0,1,179,67
-73.99968719,40.7284317,1/12/15,22:49:37,22,6.310679612,1.03,6.5,-73.98821259,40.72020721,1/12/15,22:56:13,22,0,1,91,107
-73.96501923,40.75553131,1/13/15,3:13:48,3,3.531073446,3.54,12.5,-73.97953033,40.78968048,1/13/15,3:23:58,3,1,1,21,187
-73.98808289,40.74917603,1/6/15,8:26:34,8,6.578947368,1.14,7.5,-73.97438049,40.75178146,1/6/15,8:35:38,8,0,1,20,21
-73.97535706,40.76533127,1/6/15,10:09:21,10,6.153846154,1.3,8,-73.97279358,40.78046036,1/6/15,10:19:26,10,1,1,184,184
-73.99660492,40.75391388,1/6/15,12:09:40,12,6.25,1.76,11,-73.97686768,40.75127029,1/6/15,12:24:18,12,0,1,90,75
-73.96453857,40.76622009,1/13/15,12:39:19,12,6.111111111,0.9,5.5,-73.97492981,40.76167297,1/13/15,12:45:06,12,0,1,179,20
-73.98993683,40.73410034,1/13/15,14:29:02,14,4.024390244,4.1,16.5,-74.01759338,40.70665359,1/13/15,14:48:05,14,0,1,91,37
-73.99137115,40.72981262,1/6/15,18:20:25,18,5.555555556,2.07,11.5,-74.01235962,40.70833588,1/6/15,18:36:15,18,0,1,91,37
-73.96727753,40.75643158,1/6/15,19:49:47,19,5.921052632,0.76,4.5,-73.97138214,40.7480011,1/6/15,19:53:09,19,1,1,21,21
-74.00963593,40.70986938,1/13/15,19:08:53,19,3.639846743,5.22,19,-73.98764801,40.77002716,1/13/15,19:29:02,19,0,1,37,180
-73.9759903,40.76048279,1/13/15,20:25:53,20,4.593639576,2.83,13,-74.00640106,40.73352814,1/13/15,20:42:11,20,1,1,20,91
-73.9839325,40.73756027,1/7/15,6:29:53,6,4.187192118,2.03,8.5,-73.98397064,40.75904846,1/7/15,6:37:19,6,0,1,79,20
-73.96736908,40.75236511,1/7/15,8:19:48,8,7.142857143,0.7,5,-73.97129059,40.75870132,1/7/15,8:24:14,8,1,1,21,21
-73.98963165,40.72984695,1/14/15,5:52:02,5,3.239929947,5.71,18.5,-73.98082733,40.78492355,1/14/15,6:09:26,6,1,1,188,187
-73.98583984,40.75876617,1/7/15,11:50:37,11,3.349056604,10.6,35.5,-73.87098694,40.77432632,1/7/15,12:26:33,12,0,1,20,158
-73.9678421,40.78769684,1/7/15,13:45:02,13,4.166666667,4.2,17.5,-73.99140167,40.74132538,1/7/15,14:08:15,14,0,1,187,90
-73.96185303,40.81113052,1/7/15,15:22:11,15,4.731861199,3.17,15,-73.9822464,40.76908493,1/7/15,15:39:55,15,0,1,186,180
-73.97499847,40.7417984,1/14/15,13:16:56,13,8.035714286,0.56,4.5,-73.97383118,40.74781036,1/14/15,13:20:09,13,0,1,75,75
-73.98834229,40.74567413,1/14/15,14:55:38,14,8.5,1,8.5,-73.99143219,40.75600052,1/14/15,15:07:29,15,0,1,20,14
-73.98699951,40.75407028,1/7/15,20:04:15,20,3.828306265,4.31,16.5,-73.98438263,40.71860123,1/7/15,20:21:50,20,0,1,20,189
-73.97371674,40.74373245,1/7/15,21:22:58,21,3.965517241,2.9,11.5,-73.98058319,40.77073288,1/7/15,21:34:38,21,0,1,75,180
-73.98632813,40.73455048,1/14/15,19:55:27,19,5.416666667,1.2,6.5,-73.98738861,40.72173691,1/14/15,20:01:16,20,0,1,79,107
-73.97051239,40.75798798,1/14/15,21:09:18,21,5.434782609,0.92,5,-73.96104431,40.76676559,1/14/15,21:13:06,21,1,1,21,129
-73.99279022,40.76345444,1/8/15,7:51:06,7,6.428571429,1.4,9,-73.97841644,40.75163269,1/8/15,8:03:08,8,1,1,14,75
-73.99059296,40.74694061,1/8/15,9:12:04,9,10,0.9,9,-73.97862244,40.75920868,1/8/15,9:24:40,9,0,1,20,20
-73.92938232,40.76796341,1/15/15,7:20:40,7,4.90797546,1.63,8,-73.93990326,40.75006104,1/15/15,7:29:47,7,0,1,11,88
-73.96192169,40.76285553,1/15/15,8:54:18,8,10,0.7,7,-73.97304535,40.76453018,1/15/15,9:03:09,9,1,1,129,184
-73.98223877,40.74539185,1/8/15,14:35:48,14,7.142857143,0.7,5,-73.9751358,40.74147797,1/8/15,14:41:15,14,0,1,75,75
-73.98284149,40.73867416,1/8/15,16:10:13,16,7.272727273,1.1,8,-73.9803009,40.75155258,1/8/15,16:20:25,16,0,1,79,75
-73.98535156,40.7527504,1/15/15,14:26:58,14,3.199566161,9.22,29.5,-73.87284088,40.7742691,1/15/15,14:54:14,14,0,1,20,158
-73.86284637,40.76906967,1/15/15,16:06:35,16,3.336221837,11.54,38.5,-73.98143768,40.76457977,1/15/15,16:49:24,16,0,1,158,20
-73.98662567,40.76810455,1/8/15,20:34:31,20,4.25,2,8.5,-73.9936142,40.75442123,1/8/15,20:42:58,20,1,1,14,90
-74.00726318,40.71205139,1/8/15,21:59:10,21,3.211991435,4.67,15,-73.94895172,40.71106339,1/8/15,22:09:23,22,0,1,106,162
-73.97247314,40.74152374,1/15/15,21:07:39,21,5.275229358,2.18,11.5,-74.00262451,40.74711227,1/15/15,21:21:44,21,0,1,75,90
-73.99085236,40.7349205,1/16/15,0:01:14,0,10,0.4,4,-73.98871613,40.73140335,1/16/15,0:03:49,0,0,1,90,188
-73.9852066,40.76831818,1/16/15,7:59:22,7,7.058823529,0.85,6,-73.97371674,40.76311111,1/16/15,8:05:17,8,0,1,14,20
-73.95244598,40.78553391,1/16/15,11:21:09,11,6.41025641,3.51,22.5,-73.98648071,40.75072098,1/16/15,11:56:46,11,0,1,179,20
-73.99415588,40.75111389,1/16/15,14:52:27,14,13.07692308,0.65,8.5,-73.98451996,40.75009918,1/16/15,15:04:34,15,1,1,20,20
-73.96831512,40.76099777,1/16/15,18:18:14,18,5.952380952,2.1,12.5,-73.99197388,40.74061203,1/16/15,18:35:48,18,1,1,21,90
-73.99120331,40.7422142,1/16/15,20:49:12,20,6,1.5,9,-73.97387695,40.74721146,1/16/15,21:00:59,21,0,1,90,75
-73.99337769,40.74464798,1/16/15,23:24:07,23,3.75,3.6,13.5,-74.01515198,40.70980453,1/16/15,23:35:59,23,0,1,90,37
-74.00089264,40.74214554,1/17/15,2:35:53,2,3.150684932,7.3,23,-73.95113373,40.8217926,1/17/15,2:55:36,2,1,2,90,163
-73.98580933,40.75233078,1/17/15,10:12:05,10,4.237288136,1.77,7.5,-73.99867249,40.73407745,1/17/15,10:19:46,10,1,2,20,91
-73.95979309,40.77365112,1/17/15,13:45:16,13,4.777070064,1.57,7.5,-73.98030853,40.77402115,1/17/15,13:52:13,13,0,2,179,180
-73.98244476,40.72804642,1/17/15,17:04:14,17,5.737704918,1.22,7,-73.98212433,40.74002075,1/17/15,17:11:20,17,1,2,188,75
-73.99404907,40.74119186,1/17/15,19:49:02,19,4.972375691,1.81,9,-73.9945755,40.76060486,1/17/15,19:59:05,19,1,2,90,14
-73.98560333,40.74125671,1/17/15,22:39:29,22,12.5,0.4,5,-73.97924042,40.7412796,1/17/15,22:45:00,22,0,2,90,75
-73.98484802,40.74782562,1/18/15,1:34:06,1,6.25,1.2,7.5,-73.98584747,40.75808334,1/18/15,1:43:05,1,1,2,20,20
-73.98600769,40.75948334,1/18/15,9:14:25,9,3.727272727,5.5,20.5,-74.01400757,40.70956802,1/18/15,9:37:57,9,1,2,20,37
-73.98548126,40.74423981,1/18/15,12:43:22,12,4.968944099,1.61,8,-73.97059631,40.76472092,1/18/15,12:51:30,12,0,2,20,179
-73.99067688,40.72835541,1/18/15,15:34:35,15,5.454545455,1.1,6,-73.9910965,40.73963928,1/18/15,15:40:28,15,0,2,188,90
-73.78890228,40.64725113,1/18/15,19:17:12,19,3.009259259,17.28,52,-73.99267578,40.75680161,1/18/15,19:54:05,19,0,2,158,14
-73.97068787,40.79410172,1/18/15,23:58:34,23,3.947368421,3.04,12,-73.95597076,40.76599884,1/19/15,0:10:23,0,0,2,187,129
-73.92843628,40.73812866,1/19/15,9:48:20,9,3.043478261,6.9,21,-73.83763123,40.7251091,1/19/15,10:00:32,10,1,1,88,183
-74.00009155,40.7584877,1/19/15,13:50:19,13,4.305555556,3.6,15.5,-73.95585632,40.77342987,1/19/15,14:09:40,14,0,1,90,129
-73.99269104,40.72687149,1/19/15,17:33:33,17,7.333333333,0.75,5.5,-73.99996185,40.72090149,1/19/15,17:38:50,17,1,1,91,106
-73.93800354,40.81296158,1/19/15,21:07:59,21,6.024096386,0.83,5,-73.94354248,40.82043839,1/19/15,21:11:52,21,1,1,164,164
-74.00007629,40.73307037,1/20/15,7:08:32,7,5,1,5,-73.98761749,40.74084473,1/20/15,7:11:34,7,0,1,91,90
-73.87110901,40.77391815,1/20/15,10:29:29,10,3.374655647,7.26,24.5,-73.93958282,40.70765686,1/20/15,10:57:59,10,0,1,158,97
-73.97422791,40.76256561,1/20/15,14:23:25,14,6.318681319,1.82,11.5,-73.95400238,40.7730484,1/20/15,14:39:19,14,0,1,20,67
-73.98023987,40.75373077,1/20/15,18:10:57,18,4.354354354,3.33,14.5,-74.00830078,40.71210098,1/20/15,18:29:22,18,0,1,20,106
-73.99604797,40.73297882,1/20/15,21:01:31,21,4.333333333,3,13,-73.98504639,40.76750946,1/20/15,21:18:21,21,0,1,91,14
-74.00418091,40.72204971,1/21/15,1:19:40,1,4.032258065,3.1,12.5,-73.97663879,40.75165939,1/21/15,1:32:55,1,0,1,106,75
-74.00627136,40.73402786,1/21/15,9:12:11,9,4.918032787,1.22,6,-73.99323273,40.74066162,1/21/15,9:17:47,9,0,1,91,90
-74.00725555,40.74179459,1/21/15,12:45:14,12,4.111111111,4.5,18.5,-73.96594238,40.77295303,1/21/15,13:08:04,13,1,1,90,179
-73.96569061,40.76831055,1/21/15,16:27:47,16,5.575539568,2.78,15.5,-73.99121857,40.73933411,1/21/15,16:50:03,16,1,1,179,90
-73.97138214,40.79778671,1/21/15,19:21:53,19,5.625,1.6,9,-73.95609283,40.78559875,1/21/15,19:32:49,19,0,1,187,179
-73.98653412,40.73773575,1/21/15,22:18:07,22,7.746478873,0.71,5.5,-73.97561646,40.73474884,1/21/15,22:24:33,22,1,1,79,108
-73.95066833,40.7792778,1/22/15,6:57:14,6,3.818181818,2.75,10.5,-73.96294403,40.80422974,1/22/15,7:08:28,7,1,1,67,186
-73.97805023,40.74520874,1/22/15,10:14:22,10,8.666666667,1.5,13,-73.97687531,40.76263809,1/22/15,10:34:58,10,0,1,75,20
-73.98194885,40.74586105,1/22/15,13:58:35,13,7.894736842,0.57,4.5,-73.98693848,40.73917389,1/22/15,14:02:01,14,1,1,75,79
-73.97989655,40.74337006,1/22/15,17:41:04,17,10,0.8,8,-73.99172974,40.74912643,1/22/15,17:52:26,17,0,1,75,20
-73.95291138,40.7720871,1/22/15,20:16:26,20,3.928571429,1.4,5.5,-73.94165802,40.78907013,1/22/15,20:19:43,20,0,1,129,181
-73.96176147,40.70970154,1/22/15,22:54:32,22,3.486842105,7.6,26.5,-73.99022675,40.77161026,1/22/15,23:21:23,23,0,1,162,180
-73.99159241,40.75554657,1/23/15,6:39:39,6,5.2,1.25,6.5,-74.00656891,40.75363159,1/23/15,6:46:03,6,1,1,14,90
-73.98797607,40.76740646,1/23/15,10:02:16,10,6.299212598,1.27,8,-73.99304962,40.75563812,1/23/15,10:12:44,10,1,1,14,14
-74.00582123,40.74124908,1/23/15,13:43:38,13,5.612244898,0.98,5.5,-74.00598907,40.75040054,1/23/15,13:47:57,13,0,1,90,90
-73.96875,40.75014877,1/23/15,17:17:04,17,4.375,2.4,10.5,-73.94664764,40.78055573,1/23/15,17:30:05,17,0,1,21,67
-73.98680115,40.72925186,1/23/15,19:53:33,19,6.318681319,1.82,11.5,-73.98954773,40.74761581,1/23/15,20:09:18,20,1,1,188,20
-73.97431946,40.76322556,1/23/15,22:51:54,22,8.333333333,0.78,6.5,-73.98623657,40.76810455,1/23/15,22:59:16,22,0,1,20,14
-73.98120117,40.72938919,1/24/15,1:24:44,1,7.777777778,0.9,7,-73.99178314,40.72236252,1/24/15,1:33:53,1,1,2,188,107
-74.00816345,40.73171616,1/24/15,9:29:36,9,7.777777778,0.9,7,-73.99766541,40.73176575,1/24/15,9:38:07,9,1,2,91,91
-73.99164581,40.74508667,1/24/15,13:01:05,13,3.042715038,17.09,52,-73.78928375,40.64464569,1/24/15,13:32:25,13,0,2,20,158
-73.96641541,40.76501846,1/24/15,16:36:07,16,4.049844237,3.21,13,-73.99991608,40.73458862,1/24/15,16:51:57,16,0,2,179,91
-73.98999023,40.74065781,1/24/15,19:30:47,19,6.012658228,1.58,9.5,-73.99128723,40.75544739,1/24/15,19:43:48,19,0,2,90,14
-73.97781372,40.7837677,1/24/15,22:32:59,22,4.567307692,2.08,9.5,-73.95569611,40.76860046,1/24/15,22:42:25,22,1,2,187,129
-73.97452545,40.78757858,1/25/15,1:11:08,1,3.333333333,4.2,14,-73.9925766,40.74346542,1/25/15,1:21:40,1,0,2,187,90
-73.99420929,40.72023773,1/25/15,6:47:49,6,3.823529412,3.4,13,-73.980896,40.67657471,1/25/15,6:59:00,6,1,2,106,176
-73.86517334,40.76915359,1/25/15,12:30:16,12,2.815432742,9.59,27,-73.98040771,40.73860931,1/25/15,12:47:29,12,0,2,158,75
-73.97610474,40.74442673,1/25/15,15:59:39,15,4.186046512,4.3,18,-73.97554016,40.79040909,1/25/15,16:21:36,16,0,2,75,187
-73.93977356,40.70844269,1/25/15,19:26:19,19,5.056179775,1.78,9,-73.9623642,40.71554184,1/25/15,19:37:34,19,0,2,97,162
-73.98539734,40.7682991,1/26/15,1:22:29,1,5.607476636,1.07,6,-73.99765778,40.76113892,1/26/15,1:27:20,1,0,1,14,14
-73.96483612,40.75561142,1/26/15,9:18:14,9,9,0.5,4.5,-73.96173096,40.76121902,1/26/15,9:22:35,9,1,1,21,129
-73.97947693,40.75214005,1/26/15,13:37:53,13,7.692307692,0.65,5,-73.98117065,40.75952148,1/26/15,13:42:47,13,0,1,75,20
-73.96485901,40.77155304,1/27/15,11:07:33,11,5.769230769,1.3,7.5,-73.97567749,40.75699615,1/27/15,11:15:26,11,0,1,179,20
-74.00885773,40.71806717,1/27/15,19:38:29,19,4,2,8,-73.99777985,40.74630737,1/27/15,19:45:31,19,0,1,106,90
-74.00814819,40.71461105,1/28/15,6:51:36,6,6.603773585,0.53,3.5,-74.00888062,40.72077179,1/28/15,6:53:45,6,0,1,106,106
-73.99485016,40.75509644,1/28/15,10:35:53,10,6.25,1.04,6.5,-74.00449371,40.74216461,1/28/15,10:42:42,10,1,1,90,90
-73.94978333,40.78459167,1/28/15,15:04:54,15,5.516014235,2.81,15.5,-73.98074341,40.77074814,1/28/15,15:25:43,15,0,1,179,180
-73.96836853,40.76158524,1/28/15,18:45:13,18,5.263157895,1.33,7,-73.95430756,40.7706337,1/28/15,18:52:54,18,0,1,21,129
-73.97710419,40.74304962,1/28/15,21:43:29,21,5.384615385,1.3,7,-73.96333313,40.75439835,1/28/15,21:50:14,21,0,1,75,21
-74.00863647,40.704216,1/29/15,5:43:23,5,3.709677419,3.1,11.5,-73.99401093,40.74134445,1/29/15,5:54:02,5,0,1,37,90
-73.86279297,40.76834106,1/29/15,9:51:02,9,3.866248694,9.57,37,-73.98529816,40.75511169,1/29/15,10:34:57,10,0,1,158,20
-74.00154877,40.74106598,1/29/15,13:35:45,13,10,0.7,7,-73.99475098,40.75043869,1/29/15,13:43:56,13,0,1,90,90
-73.99386597,40.75000381,1/29/15,17:33:22,17,5.333333333,3,16,-73.98366547,40.72538376,1/29/15,17:57:44,17,0,1,20,188
-73.97176361,40.75892639,1/29/15,20:25:32,20,5.337078652,1.78,9.5,-73.95760345,40.78047562,1/29/15,20:35:36,20,0,1,21,179
-73.87453461,40.77417374,1/29/15,23:07:35,23,2.948717949,11.7,34.5,-73.98694611,40.67254639,1/29/15,23:33:14,23,0,1,158,176
-74.01488495,40.71830368,1/30/15,7:05:50,7,3.875,4,15.5,-73.98479462,40.75424957,1/30/15,7:24:05,7,0,1,37,20
-73.99598694,40.74351883,1/30/15,10:27:41,10,6.739130435,2.3,15.5,-73.99227905,40.76900864,1/30/15,10:51:13,10,0,1,90,14
-74.00692749,40.70545197,1/30/15,14:08:30,14,4.468085106,4.7,21,-74.00441742,40.75679779,1/30/15,14:38:45,14,0,1,37,90
-73.96409607,40.76473618,1/30/15,17:45:17,17,6.111111111,2.7,16.5,-73.99187469,40.74252319,1/30/15,18:10:57,18,1,1,129,90
-73.99725342,40.74161148,1/30/15,20:14:01,20,3.758741259,5.72,21.5,-74.00057983,40.67728043,1/30/15,20:36:53,20,0,1,90,161
-74.00215912,40.74104691,1/30/15,22:34:16,22,0.135869565,18.4,2.5,-74.00215912,40.74104691,1/30/15,22:34:16,22,1,1,90,90
-73.98818207,40.75931931,1/31/15,1:22:37,1,4.519774011,1.77,8,-73.99138641,40.74425888,1/31/15,1:30:04,1,1,2,20,90
-73.97140503,40.74673843,1/31/15,8:19:51,8,3.662420382,3.14,11.5,-73.98297119,40.77692032,1/31/15,8:30:05,8,0,2,75,180
-73.99076843,40.74577713,1/31/15,12:01:09,12,4.666666667,3,14,-73.98225403,40.72156525,1/31/15,12:19:51,12,0,2,20,189
-73.99581146,40.73910141,1/31/15,14:59:05,14,7.777777778,0.9,7,-73.9837265,40.74385452,1/31/15,15:07:00,15,0,2,90,20
-73.98181152,40.74405289,1/31/15,18:02:12,18,7.222222222,0.9,6.5,-73.97250366,40.75413132,1/31/15,18:08:46,18,0,2,75,21
-73.97603607,40.74457932,1/31/15,20:30:19,20,8.75,0.8,7,-73.98763275,40.7439537,1/31/15,20:38:39,20,0,2,75,90
-73.98553467,40.73831558,1/31/15,23:11:47,23,6.132075472,1.06,6.5,-73.99580383,40.72676849,1/31/15,23:18:27,23,0,2,79,91
-73.95367432,40.80680084,2/27/15,20:26:51,20,5.691056911,1.23,7,-73.96835327,40.79999542,2/27/15,20:35:02,20,1,1,175,187
-74.01009369,40.7202034,2/27/15,21:21:51,21,3.333333333,6,20,-73.96735382,40.79026794,2/27/15,21:43:25,21,0,1,106,187
-73.96590424,40.75841522,2/1/15,15:02:05,15,4.736842105,1.9,9,-73.9836731,40.74078369,2/1/15,15:12:36,15,0,2,21,79
-74.0043869,40.75197601,2/1/15,4:10:54,4,3.461538462,2.6,9,-73.97864532,40.78251648,2/1/15,4:17:35,4,0,2,90,187
-73.98706818,40.73949051,2/27/15,23:51:36,23,4.247104247,2.59,11,-73.96005249,40.76216125,2/28/15,0:04:13,0,0,1,90,129
-73.98793793,40.7231102,2/28/15,0:48:25,0,6.25,0.8,5,-73.98454285,40.73221588,2/28/15,0:52:13,0,0,2,188,79
-73.99188232,40.76448059,2/1/15,19:18:50,19,5.05952381,1.68,8.5,-73.98518372,40.74776077,2/1/15,19:28:50,19,1,2,14,20
-73.98997498,40.75662613,2/1/15,21:43:44,21,3.055555556,7.2,22,-73.9396286,40.82758713,2/1/15,22:00:31,22,1,2,20,164
-73.97951508,40.74388123,2/1/15,23:28:33,23,5.454545455,1.1,6,-73.98023987,40.73522568,2/1/15,23:33:54,23,0,2,75,79
-73.98553467,40.74362183,2/28/15,11:10:10,11,5.637254902,2.04,11.5,-73.99273682,40.72029877,2/28/15,11:24:56,11,0,2,90,107
-73.98578644,40.74098587,2/2/15,8:49:02,8,4.961832061,1.31,6.5,-74.00504303,40.74485779,2/2/15,8:55:31,8,0,1,90,90
-73.99453735,40.75004959,2/28/15,14:24:52,14,4.53125,3.2,14.5,-73.96066284,40.77263641,2/28/15,14:43:24,14,0,2,20,179
-73.95166016,40.77773666,2/2/15,13:25:31,13,10,0.4,4,-73.95592499,40.77228928,2/2/15,13:28:09,13,1,1,67,129
-73.96929169,40.75691986,2/28/15,17:35:55,17,5.379746835,1.58,8.5,-73.98079681,40.75074005,2/28/15,17:46:18,17,0,2,21,75
-73.97881317,40.76182175,2/2/15,17:22:50,17,4.150943396,2.65,11,-73.96504211,40.7927742,2/2/15,17:34:38,17,0,1,20,187
-73.99785614,40.73029709,2/28/15,20:30:56,20,9,0.5,4.5,-73.99062347,40.73161697,2/28/15,20:35:02,20,1,2,91,91
-74.00151062,40.71573257,2/28/15,21:54:10,21,5,1.7,8.5,-73.99777222,40.73607635,2/28/15,22:04:33,22,1,2,107,91
-73.97290039,40.78526306,2/28/15,23:01:37,23,6.707317073,0.82,5.5,-73.97310638,40.79278564,2/28/15,23:06:06,23,1,2,187,187
-73.95292664,40.80678558,2/3/15,7:18:02,7,3.266596417,9.49,31,-73.86299133,40.76856995,2/3/15,7:47:25,7,0,1,175,158
